Analyte,lab_code,Units,Start_Run_Date,Site.Name,Long.Site.Name,Planet,Result
Phenanthrene,HV-545,ng/m3,12/9/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0418
Phenanthrene,HV-549,ng/m3,12/21/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0872
Phenanthrene,HV-551,ng/m3,1/2/2018,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.199
Sulfuric Acid,HV-403,ng/m3,7/11/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0129
Sulfuric Acid,HV-408,ng/m3,7/23/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0155
Sulfuric Acid,HV-411,ng/m3,8/5/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.057
Sulfuric Acid,HV-415,ng/m3,8/16/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0318
Sulfuric Acid,HV-418,ng/m3,8/28/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0211
Sulfuric Acid,HV-425,ng/m3,9/21/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0135
Sulfuric Acid,HV-427,ng/m3,10/3/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0345
Sulfuric Acid,HV-431,ng/m3,10/15/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0822
Sulfuric Acid,HV-434,ng/m3,10/27/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0281
Sulfuric Acid,HV-437,ng/m3,11/8/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0637
Sulfuric Acid,HV-440,ng/m3,11/20/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0944
Sulfuric Acid,HV-444,ng/m3,12/2/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0451
Sulfuric Acid,HV-447,ng/m3,12/14/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.112
Sulfuric Acid,HV-450,ng/m3,12/26/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0513
Sulfuric Acid,HV-453,ng/m3,1/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.139
Sulfuric Acid,HV-457,ng/m3,1/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0621
Sulfuric Acid,HV-460,ng/m3,1/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0472
Sulfuric Acid,HV-463,ng/m3,2/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0434
Sulfuric Acid,HV-467,ng/m3,2/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0413
Sulfuric Acid,HV-470,ng/m3,3/8/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.047
Sulfuric Acid,HV-473,ng/m3,3/20/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0466
Sulfuric Acid,HV-477,ng/m3,4/1/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.155
Sulfuric Acid,HV-480,ng/m3,4/13/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.032
Sulfuric Acid,HV-485,ng/m3,4/25/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.025
Sulfuric Acid,HV-487,ng/m3,5/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0356
Sulfuric Acid,HV-491,ng/m3,5/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0286
Sulfuric Acid,HV-494,ng/m3,5/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0583
Sulfuric Acid,HV-497,ng/m3,6/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0271
Sulfuric Acid,HV-499,ng/m3,6/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0266
Sulfuric Acid,HV-502,ng/m3,7/6/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0242
Sulfuric Acid,HV-506,ng/m3,7/18/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.041
Sulfuric Acid,HV-509,ng/m3,7/30/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.046
Sulfuric Acid,HV-512,ng/m3,8/11/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0814
Sulfuric Acid,HV-516,ng/m3,8/23/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0179
Sulfuric Acid,HV-518,ng/m3,9/4/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0274
Sulfuric Acid,HV-522,ng/m3,9/16/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0394
Sulfuric Acid,HV-526,ng/m3,9/28/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0807
Sulfuric Acid,HV-528,ng/m3,10/10/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0518
Sulfuric Acid,HV-533,ng/m3,10/22/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0289
Sulfuric Acid,HV-535,ng/m3,11/3/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.052
Sulfuric Acid,HV-538,ng/m3,11/15/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0759
Sulfuric Acid,HV-541,ng/m3,11/27/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0686
Sulfuric Acid,HV-545,ng/m3,12/9/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.108
Sulfuric Acid,HV-549,ng/m3,12/21/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.0989
Sulfuric Acid,HV-551,ng/m3,1/2/2018,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,2.178
Total Suspended Particulate,HV-403,ng/m3,7/11/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,102
Total Suspended Particulate,HV-408,ng/m3,7/23/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,21.7
Total Suspended Particulate,HV-411,ng/m3,8/5/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,89.1
Total Suspended Particulate,HV-415,ng/m3,8/16/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,173
Total Suspended Particulate,HV-418,ng/m3,8/28/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,62.9
Total Suspended Particulate,HV-425,ng/m3,9/21/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,61.9
Total Suspended Particulate,HV-427,ng/m3,10/3/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,450
Total Suspended Particulate,HV-431,ng/m3,10/15/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,91.1
Total Suspended Particulate,HV-434,ng/m3,10/27/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,28.3
Total Suspended Particulate,HV-437,ng/m3,11/8/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,154
Total Suspended Particulate,HV-440,ng/m3,11/20/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,122
Total Suspended Particulate,HV-444,ng/m3,12/2/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Total Suspended Particulate,HV-447,ng/m3,12/14/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,208
Total Suspended Particulate,HV-450,ng/m3,12/26/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,69.1
Total Suspended Particulate,HV-453,ng/m3,1/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,103
Total Suspended Particulate,HV-457,ng/m3,1/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,111
Total Suspended Particulate,HV-460,ng/m3,1/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,55.5
Total Suspended Particulate,HV-463,ng/m3,2/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,99.6
Total Suspended Particulate,HV-467,ng/m3,2/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,37.1
Total Suspended Particulate,HV-470,ng/m3,3/8/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,66.2
Total Suspended Particulate,HV-473,ng/m3,3/20/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,167
Total Suspended Particulate,HV-477,ng/m3,4/1/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,154
Total Suspended Particulate,HV-480,ng/m3,4/13/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,32.6
Total Suspended Particulate,HV-485,ng/m3,4/25/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,59.6
Total Suspended Particulate,HV-487,ng/m3,5/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,39.6
Total Suspended Particulate,HV-491,ng/m3,5/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,52.6
Total Suspended Particulate,HV-494,ng/m3,5/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,115
Total Suspended Particulate,HV-497,ng/m3,6/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,96.3
Total Suspended Particulate,HV-499,ng/m3,6/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Total Suspended Particulate,HV-502,ng/m3,7/6/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,90.5
Total Suspended Particulate,HV-506,ng/m3,7/18/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,269
Total Suspended Particulate,HV-509,ng/m3,7/30/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,201
Total Suspended Particulate,HV-512,ng/m3,8/11/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,71.1
Total Suspended Particulate,HV-516,ng/m3,8/23/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,54.2
Total Suspended Particulate,HV-518,ng/m3,9/4/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,39.4
Total Suspended Particulate,HV-522,ng/m3,9/16/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,111
Total Suspended Particulate,HV-526,ng/m3,9/28/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Total Suspended Particulate,HV-528,ng/m3,10/10/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Total Suspended Particulate,HV-533,ng/m3,10/22/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Total Suspended Particulate,HV-535,ng/m3,11/3/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,45.6
Total Suspended Particulate,HV-538,ng/m3,11/15/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Total Suspended Particulate,HV-541,ng/m3,11/27/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Total Suspended Particulate,HV-545,ng/m3,12/9/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,26.6
Total Suspended Particulate,HV-549,ng/m3,12/21/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Total Suspended Particulate,HV-551,ng/m3,1/2/2018,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,19.6
